CO_NCM,NO_NCM_POR,NO_NCM_ING,NO_NCM_ESP,NO_NCM_FRA
38249933,"Misturas e preparações para borracha ou plástico e outras misturas e preparações para endurecer resinas sintéticas, colas, pinturas ou usos similares, que contenham polietilenoaminas e dietilenotriaminas, próprias para a coagulação do látex","Mixtures and preparations of a kind used for the manufacture of paints and varnishes (including enamels, lacquers and distempers), containing polyethyleneamines and diethylenetriamines, suitable for latex coagulation","Las mezclas y preparados para caucho o plástico, y otras mezclas y preparaciones para endurecer resinas sintéticas, adhesivos, pinturas o usos similares, que contiene polietilenaminas y dietilentriaminas, adecuados para la coagulación de látex","Mélanges et préparations pour le caoutchouc ou des plastiques, et autres mélanges et préparations  pour le durcissement des résines synthétiques, des adhésifs, des peintures ou des usages similaires, contenant ..."
38249934,Outras misturas contendo polietilenoaminas,Other mixtures containing polyethyleneamines,Otras mezclas que contengan polietilenaminas,D'autres mélanges contenant polyéthylèneamines
38249935,"Misturas de mono-, di- e triisopropanolaminas","Mixtures of mono-, di- and triisopropanolamine","Las mezclas de mono-, di- y triisopropanolamina","Des mélanges de mono-, di- et tri-isopropanolamine"
38249936,Reticulantes para silicones,Crosslinkers for silicones,Reticulantes para siliconas,Réticulants pour silicones
38249939,"Outras misturas e preparações para borracha ou plástico e outras misturas e preparações para endurecer resinas sintéticas, colas, pinturas ou usos similares","Other mixtures and preparations of a kind used for the manufacture of paints and varnishes (including enamels, lacquers and distempers)","Otras mezclas y preparados para caucho o plástico, y otras mezclas y preparaciones para endurecer resinas sintéticas, adhesivos, pinturas o usos similares","Autres mélanges et préparations pour le caoutchouc ou des plastiques, et autres mélanges et préparations  pour le durcissement des résines synthétiques, des adhésifs, des peintures ou des usages similaires"
38249941,"Preparações desincrustantes, anticorrosivas ou antioxidantes","Descaling, anticorrosive and antioxidant preparations","Descalcificación, anticorrosivo y preparaciones antioxidantes",Des préparations anti-corrosion et anti-oxydants
38249942,Mistura eutética de difenila e óxido de difenila,Eutectic mixture of diphenyl and diphenyl oxide,Mezcla eutéctica de difenilo y de óxido de difenil,Mélange eutectique de diphényle et d'oxyde de diphényle
38249943,"Misturas à base de trimetil-3,9-dietildecano","Mixtures based on trimethyl-3,9-diethyldecane","Misturas à base de trimetil-3,9-dietildecano","Mélanges à base de triméthyl-3,9- diethyldecane"
38249949,"Outras misturas e preparações desincrustantes, anticorrosivas ou antioxidantes; fluidos para a transferência de calor","Other distilling, anticorrosive or anti-oxidising mixtures and preparations; Fluids for heat transfer","Otras mezclas y preparaciones de descalcificación, anticorrosivos y antioxidantes; fluidos de transferencia de calor","Autres mélanges et détartrage, préparations anticorrosifs et antioxydantes; fluides de transfert de chaleur"
38249951,Antiespumantes contendo fosfato de tributila em solução de álcool isopropílico,Defoamers containing tributyl phosphate in isopropyl alcohol solution,Antiespumantes que contienen fosfato de tributilo en solución de alcohol isopropílico,Des agents antimousse contenant du phosphate de tributyle dans une solution d'alcool isopropylique
38249952,Misturas de polietilenoglicóis,Mixtures of polyethylene glycol,Las mezclas de polietilenglicol,Des mélanges de polyéthylène-glycol
38249953,Polipropilenoglicol líquido,Polyethylene glycol liquid,Polietilenglicol líquido,Polyéthylène-glycol liquide
38249954,Retardante de chama contendo misturas de trifenilfosfatos isopropilados,Flame retardant containing mixtures of triphenylphosphate isopropyl,Retardante de llama que contiene mezclas de trifenilo isopropil,Retardateur de flamme contenant des mélanges de triphénylphosphate isopropylique
38249959,Misturas e preparações contendo ésteres de ácidos inorgânicos e seus derivados,Mixtures and preparations containing esters of inorganic acids and their derivatives,Las mezclas y preparados que contienen ésteres de ácidos inorgánicos y derivados,Mélanges et préparations contenant des esters d'acides inorganiques et dérivés
38249971,Cal sodada; carbonato de cálcio hidrófugo,Sodium lime; hydrofuge calcium carbonate,Cal sodada; carbonato de calcio resistente al agua,Chaux Soda; le carbonate de calcium étanche à l'eau
38249972,"Preparações à base de sílica em suspensão coloidal; nitreto de boro de estrutura cristalina cúbica, compactado com substrato de carbeto de tungstênio (volfrâmio)","Preparations based on silica in colloidal suspension; boron nitride of cubic crystalline structure, compacted with tungsten carbide substrate","Preparaciones a base de sílice en suspensión coloidal; nitruro de boro de estructura de cristal cúbica, comprimido con sustrato de carburo de tungsteno","Préparations à base de silice en suspension colloïdale; du nitrure de bore de structure cristalline cubique, emballé avec le substrat de carbure de tungstène"
38249973,Preparações à base de carbeto de tungstênio (volfrâmio) com níquel como aglomerante; brometo de hidrogênio em solução,Preparations based on tungsten carbide (wolfram) with nickel as a binder; hydrogen bromide solution,Preparaciones a base de carburo de tungsteno (volfrâmio) con el níquel como aglutinante; solución de bromuro de hidrógeno,Préparations à base de carbure de tungstène (wolfram) avec du nickel comme liant; une solution de bromure d'hydrogène
38249974,"Preparações à base de hidróxido de níquel ou de cádmio, de óxido de cádmio ou de óxido ferroso férrico, próprios para a fabricação de acumuladores alcalinos","Preparations based on nickel or cadmium hydroxide, cadmium oxide or ferric ferrous oxide, suitable for the manufacture of alkaline","Preparaciones a base de hidróxido de cadmio, óxido de cadmio u óxido ferroso férrico, adecuado para la producción de baterías alcalinas de níquel","Préparations à base de nickel ou d'hydroxyde de cadmium, l'oxyde de cadmium ou l'oxyde de fer ferrique, approprié pour la production de piles alcalines"
38249975,Preparações utilizadas na elaboração de meios de cultura; trocadores de íons para o tratamento de águas; preparações à base de zeólitas artificiais,Preparations used in the preparation of culture media; ion exchangers for water treatment; preparations based on artificial zeolites,Preparaciones utilizadas en la preparación de medios de cultivo; intercambiadores de iones para el tratamiento del agua; preparaciones basadas en zeolitas artificiales,Préparations utilisées dans la préparation des milieux de culture; échangeurs d'ions pour le traitement de l'eau; préparations à base de zéolites artificielles
38249976,Compostos absorventes à base de metais para aperfeiçoar o vácuo nos tubos ou válvulas elétricas,Absorbing compounds based on metals to improve the vacuum on tubes or electric valves,Compuestos de absorción a base de metales para mejorar el vacío de los tubos ou de las válvulas eléctricas,Composés de absorption à base de métaux pour améliorer le vide des tubes ou des vannes électriques
38249977,Adubos (fertilizantes) foliares contendo zinco ou manganês,Foliar fertilizers containing zinc or manganese,Fertilizantes foliares que contienen zinc o manganeso,Des engrais foliaires contenant du zinc ou du manganèse
38249978,"Preparações à base de óxido de alumínio e óxido de zircônio, com um conteúdo de óxido de zircônio igual ou superior a 20 %, em peso","Preparations of aluminum oxide and zirconium oxide, with a content of zirconium oxide equal or greater than 20%, by weight","Preparaciones de óxido de aluminio y óxido de circonio, con un contenido de óxido de circonio igual ou superior al 20%, en peso","Préparations d'oxyde d'aluminium et d'oxyde de zirconium, avec un  de teneur en oxyde de zirconium égal ou supérieur à 20%, en poids"
38249979,"Outros produtos e preparações à base de elementos químicos ou de seus compostos inorgânicos, não especificados nem compreendidos noutras posições","Other products and basic inorganic compounds preparations, not specified or included elsewhere","Otros productos y preparaciones de compuestos inorgánicos de base, no expresados ni comprendidos en otra parte","D'autres produits de base et préparations des composés inorganiques, non dénommées ni comprises ailleurs"
38249981,"Preparações à base de anidrido poliisobutenilsuccínico, em óleo mineral",Preparations polyisobutylene succinic anhydride based on mineral oil,"Preparaciones basadas en poliisobutileno anhídrido succínico, en aceite mineral","Préparations à base d'anhydride succinique polyisobutylène, en d'huile minérale"
38249982,Halquinol; tetraclorohidroxiglicina de alumínio e zircônio,Halquinol; tetrachlorohydroglycine of aluminum and zirconium,Halquinol; tetraclorohidroxiglicina de alumínio y zircônio,Halquinol; tetraclorohidroxiglicine de aluminium et zirconium
38249983,"Triisocianato de tiofosfato de fenila ou de trifenilmetano, em solução de cloreto de metileno ou de acetato de etila; preparações à base de tetraacetiletilenodiamina (TAED), em grânulos","Triisocyanate of phenyl thiophosphate  or triphenylmethane, in methylene chloride solution or ethyl acetate; preparations based on tetraacetyl ethylenediamine (TAED), in granules","Triisocianato de tiofosfato de fenil ou  de trifenilmetano, en solución de cloruro de metileno o de acetato de etilo; preparaciones a base de tetraacetiletilenodiamina  (TAED), en gránulos","Triisocyanate de de phényle thiophosphate ou triphénylméthane, en solution de chlorure de méthylène ou de l'acétate d'éthyle; préparations à base de tetraacetyl ethylenediamine (TAED), granulés"
38249985,Metilato de sódio em metanol,Sodium methylate in methanol,Metilato de sodio en metanol,Méthylate de sodium dans du methanol
38249986,Maneb; mancozeb; cloreto de benzalcônio,Maneb; mancozeb; benzalkonium chloride,Maneb; mancozeb; cloruro de benzalconio,Manèbe; mancozèbe; le chlorure de benzalkonium
38249987,Dispersão aquosa de microcápsulas de poliuretano ou de melamina-formaldeído contendo um precursor de corante em solventes orgânicos,Aqueous dispersion of polyurethane or microcapsules of melamine-formaldehyde containing a dye precursor in organic solvents,Dispersión acuosa de poliuretano o microcápsulas de melamina-formaldehído que contienen un precursor de colorante en disolventes orgánicos,Dispersion aqueuse de polyuréthanne ou de microcapsules de mélamine-formaldéhyde contenant un précurseur de colorant dans des solvants organiques
38249988,"Misturas constituídas principalmente pelos compostos seguintes: alquilfosfonofluoridatos de O-alquila (de até C10, incluindo os cicloalquilas), N,N-dialquilfosforoamidocianidatos de O-alquila (de até C10, incluindo os cicloalquilas), hidrogênio alquilfosf","Mixtures particularly of the following compounds: alquilfosfonofluoridatos O-alkyl (up to C10, including cycloalkyl), N, N-dialquilfosforoamidocianidatos O-alkyl (up to C10, including cycloalkyl), hydrogen alquilfosf","Mezclas particularmente los siguientes compuestos: alquilfosfonofluoridatos O-alquilo (de hasta C10, incluyendo el cicloalquilo), N, N-dialquilfosforoamidocianidatos O-alquilo (de hasta C10, incluyendo el cicloalquilo), alquilfosf hidrógeno","Des mélanges particulièrement descomposés suivants: alquilfosfonofluoridatos O-alkyle (jusqu'à C10, y compris cycloalkyle), le N, N-dialquilfosforoamidocianidatos O-alkyle (jusqu'à C10, y compris cycloalkyle), un atome d'hydrogène alquilfosf"
38249989,"Outros produtos e preparações à base de compostos orgânicos, não especificados nem compreendidos noutras posições","Other products and basic organic compounds preparations, not specified or included elsewhere","Otros productos y preparaciones de compuestos orgánicos de base, no expresados ni comprendidos en otra parte","D'autres produits de base et préparations des composés organiques, non dénommées ni comprises ailleurs"
38251000,Lixos municipais,Municipal waste,Desperdicios urbanos (municipales),Les déchets municipaux
38252000,Lamas de tratamento de esgotos,Sewage sludge,Lodos de depuración,Crotte de traitement d'écoulement
